Identifiant;Identifiant CTV;Code postal de l'arrondissement;Numéro de STV;Typologie;Maitre d'ouvrage;Objet;Description;Voie(s);Précisions de localisation;Date de début;Date de fin;Impact sur la circulation;Détail de l'impact sur la circulation;Niveau de perturbation;Statut;URL LettreInfoChantier;Date de création;Date dernière MAJ;geo_shape;geo_point_2d
CP001739;;75007;12;2;RATP HTA;ENTRETIEN_RESEAU;Renforcement du réseau HTA;Av Duquesne;entre av de Tourville et av Lowendal, carrefour compris;2020-09-07;2020-12-17;RESTREINTE;Maintien d'au minimum une file de 3m par sens;2;2;;2020-09-16;2020-09-16;"{""type"": ""Polygon"", ""coordinates"": [[[2.306561580816118, 48.85380825572677], [2.306775461197836, 48.853935649755655], [2.308334705279767, 48.85291127932825], [2.308488435388393, 48.852973902539], [2.308550010935773, 48.85293131222879], [2.308711235977045, 48.85304229378665], [2.309096710441734, 48.85280563177356], [2.308923320370594, 48.852691896765016], [2.309075190600302, 48.85258809209225], [2.308978613299595, 48.85250969398342], [2.308765239368106, 48.85265072114586], [2.308609551234241, 48.85273571396515], [2.308460778565607, 48.852606015702364], [2.306561580816118, 48.85380825572677]]]}";48.8531538259,2.30790480275
CP000127;;75008;9;2;EOLE;TRAVAUX_PREPARATOIRES;Rabattement de nappe;Av César Caire;;2016-07-18;2021-12-31;RESTREINTE;Maintien de 3,5m de circulation en direction de place St Augustin;2;2;;2016-12-22;2017-08-02;"{""type"": ""Polygon"", ""coordinates"": [[[2.319098927929994, 48.87657612593808], [2.319280984082113, 48.87658549009419], [2.319393802323242, 48.876233965119226], [2.319217251804308, 48.87621749438672], [2.319098927929994, 48.87657612593808]]]}";48.8764037614,2.31924726547
CP000665;;75013;14;2;RATP;CREATION_ENTRETIEN_OUVRAGE_ART;Création d'une nouvelle station de métro pour la ligne 14.;Av d'Italie;entre la rue Vistule et la rue Caillaux.;2018-04-09;2024-06-28;RESTREINTE;Maintien d'une seule file de circulation dans chaque sens.;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/IC_MBP20200121 Plantation arbres.pdf;2018-04-26;2018-04-26;"{""type"": ""Polygon"", ""coordinates"": [[[2.358405068815885, 48.82212853344199], [2.358768551673645, 48.82216855651797], [2.358964342189241, 48.82148546880343], [2.358512697209675, 48.82143545432379], [2.358293449049879, 48.82212079523479], [2.358405068815885, 48.82212853344199]]]}";48.8218044101,2.35863404458
CP000973;;75010;11;3;RIVP;REHABILITATION_IMMEUBLE;;Rues de l'Aqueduc et Philippe de Girard;;2018-12-10;2021-03-30;SENS_UNIQUE;depuis Château Landon jusqu'à Philippe de Girard.;2;2;;2018-11-23;2020-11-30;"{""type"": ""Polygon"", ""coordinates"": [[[2.362809608742158, 48.88197138856567], [2.362749404124028, 48.88191304518367], [2.362797965177814, 48.881862941192274], [2.362010351045938, 48.88150408514988], [2.361899923922211, 48.88154316248878], [2.361820528239619, 48.881992568772986], [2.361961944686587, 48.88222900978908], [2.362809608742158, 48.88197138856567]]]}";48.8818782226,2.36221969206
CP001343;;75008;9;3;CITIZENM;REHABILITATION_IMMEUBLE;Création d'un Hôtel;Rue la Boétie;N° 128;2019-06-10;2021-02-28;RESTREINTE;Neutralisation du couloir de Bus, dévoiement du cheminement piétons;2;2;;2019-05-24;2020-10-02;"{""type"": ""Polygon"", ""coordinates"": [[[2.305820413646667, 48.87088160199998], [2.305870560761645, 48.87090806732838], [2.305894480779211, 48.870872513773676], [2.30599665653641, 48.87091950609519], [2.306042312478988, 48.870876939543045], [2.30588625582943, 48.87081297806378], [2.305820413646667, 48.87088160199998]]]}";48.8708684906,2.30592819935
CP001719;;75010;11;2;EDP;ENTRETIEN_RESEAU;renouvellement de Canalisation, puits n°3;Boulevard Magenta;du n°121 au n°113;2020-09-14;2021-06-11;RESTREINTE;Neutralisation du couloir bus;2;2;;2020-07-31;2020-07-31;"{""type"": ""Polygon"", ""coordinates"": [[[2.352594550175972, 48.88007920998415], [2.352988130030921, 48.87964541522128], [2.352949358847041, 48.87962997728129], [2.352696198368169, 48.87991224373683], [2.35267174407434, 48.879905925006206], [2.352643925608631, 48.87993813525447], [2.352665463913012, 48.87994681785617], [2.352556434975562, 48.88006901048337], [2.352594550175972, 48.88007920998415]]]}";48.8798552185,2.35277087098
CP001741;;75020;10;2;RATP;TRAVAUX_OUVRAGE;Aménagement de la sortie de la station Pyrénées.;389-401 rue des Pyrénées;entre les rues de Belleville et de la Mare;2020-09-21;2021-02-28;RESTREINTE;Maintien d'une file par sens.;2;2;;2020-09-21;2020-09-21;"{""type"": ""Polygon"", ""coordinates"": [[[2.387550404515506, 48.87381481298314], [2.387547160939511, 48.873783863795396], [2.38537260434688, 48.87388336408119], [2.385449890125758, 48.873906365648196], [2.387550404515506, 48.87381481298314]]]}";48.8738457336,2.38650860388
CP001691;;75016;13;3;SAS Jouvence;CONSTRUCTION_IMMEUBLE;;1 rue de la Source;à l'angle de la rue Ribéra;2020-07-27;2022-03-30;SENS_UNIQUE;de la rue Ribera depuis la rue de la Source jusqu'à l'av Mozart (inversion de sens de la rue Ribera).;2;2;;2020-07-23;2020-07-23;"{""type"": ""Polygon"", ""coordinates"": [[[2.268979594163688, 48.851409257019796], [2.268990557941203, 48.851450253144186], [2.269228725188638, 48.85153975211493], [2.269263163986314, 48.851500937267396], [2.268979594163688, 48.851409257019796]]]}";48.8514768492,2.26912238186
CP001714;;75010;11;2;EDP;TRAVAUX_OUVRAGE;installation de Base Vie;Boulevard Denain;du n°8 n°10;2020-09-07;2021-06-11;RESTREINTE;maintien d'une file circulation;2;2;;2020-07-31;2020-07-31;"{""type"": ""Polygon"", ""coordinates"": [[[2.3545483212802942, 48.87934186591573], [2.354499095650608, 48.87935492591468], [2.354442494074258, 48.879380794882216], [2.354551090792235, 48.879584113319666], [2.354668219453659, 48.879564757096304], [2.3545483212802942, 48.87934186591573]]]}";48.8794667104,2.35455289845
CP000719;;75008;9;3;Sas hotel Cours Albert1er;REHABILITATION_IMMEUBLE;Curage, désamiantage.;Cours Albert 1er;n°38;2018-07-16;2021-03-31;RESTREINTE;Maintien d'une file de circulation de 5.50ml .;2;2;;2018-06-19;2018-11-23;"{""type"": ""Polygon"", ""coordinates"": [[[2.304697197238346, 48.86486439567622], [2.304685058958039, 48.86480102896765], [2.30435833792622, 48.86479770309391], [2.304358239245195, 48.86485909478994], [2.304527001043361, 48.86486150285796], [2.304697197238346, 48.86486439567622]]]}";48.864830696,2.30452553152
CP000753;;75013;14;2;SNCF;TRAVAUX_OUVRAGE;Couverture des voies SNCF;Av de France;côté voies SNCF entre rue Julie Daubié et rue Nicole Rein-Lepaute.;2018-07-23;2023-11-30;RESTREINTE;Les deux sens de circulations sont reportés côté pair de l'avenue.;2;2;;2018-06-29;2018-06-29;"{""type"": ""Polygon"", ""coordinates"": [[[2.379871709032514, 48.827142370906685], [2.38117464776603, 48.82571180087149], [2.380418211573322, 48.82548285012793], [2.3786689133943, 48.82665533943943], [2.379871709032514, 48.827142370906685]]]}";48.8263076643,2.37996947287
CP000938;;75008;9;2;SNCF;CREATION_RESEAUX;Installation d'une base vie, pour les travaux Eole .;avenue Friedland;En vis à vis du n°15 au n° 19;2019-01-08;2022-12-31;RESTREINTE;Report de la circulation générale dans la contre-allée. Mise à sens unique de la rue Beaujon depuis la rue Balzac vers et jusqu'à l'avenue Friedland.;1;2;;2018-10-29;2018-12-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.302276241512825, 48.87455169151426], [2.302805759292827, 48.87461198924992], [2.303134645957697, 48.87456474363321], [2.302375006497757, 48.87446906007543], [2.302276241512825, 48.87455169151426]]]}";48.8745467502,2.30265030446
CP001287;;75009;11;2;RATP;TRAVAUX_OUVRAGE;Emprise mobile de nuit pour évacuation des matériaux chantier Auber;Place de l'opéra;face au N° 8;2019-04-29;2021-04-15;RESTREINTE;Emprise uniquement de nuit de 23h00 à 6h00 neutralisant une file de circulation;2;2;;2019-04-25;2020-09-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.332258734681693, 48.871043223791325], [2.332300319954569, 48.87103512787202], [2.332358071829694, 48.870891488840904], [2.332329292991195, 48.870885380070156], [2.332258734681693, 48.871043223791325]]]}";48.8709662562,2.33231029246
CP001735;;75018;9;1;SG Mission des JO 2024;CONSTRUCTION_IMMEUBLE;Arena 2;avenue de la Porte de la Chapelle;n°6;2020-09-07;2023-06-23;BARRAGE_TOTAL;entre le bd Ney et l'avenue de la pte de la Chapelle;2;2;;2020-09-10;2020-09-10;"{""type"": ""Polygon"", ""coordinates"": [[[2.360326035093698, 48.89878775856859], [2.360147174101947, 48.89875995133474], [2.359884949207096, 48.89888743914395], [2.359556175650708, 48.89912735011801], [2.359480887800005, 48.89928805990154], [2.359617900825142, 48.899406941074794], [2.359887174553434, 48.90003134705187], [2.362150819053219, 48.900102499192386], [2.362289509125115, 48.89875526665766], [2.360439273320175, 48.898852808318075], [2.360325903128974, 48.89879849839457], [2.360317823636407, 48.89879308452548], [2.360334047246321, 48.8987985418932], [2.360326035093698, 48.89878775856859]]]}";48.8994247562,2.36098121085
CP001783;233157;75006;12;2;GrDF;ENTRETIEN_RESEAU;;Rue Servandoni;enter la rue Palatine et la rue de Vaugirard.;2020-11-23;2021-03-19;BARRAGE_TOTAL;;2;2;;2020-11-03;2020-11-03;"{""type"": ""Polygon"", ""coordinates"": [[[2.334813393524421, 48.84916015961135], [2.334777501418746, 48.849423005396204], [2.334732173195121, 48.84978779667441], [2.334723068697557, 48.85018231426688], [2.334794789829948, 48.850617543559196], [2.334839491004612, 48.85062047665938], [2.334774602651026, 48.850287282473374], [2.334781146763385, 48.84977464874875], [2.334870157534534, 48.84917389542252], [2.334813393524421, 48.84916015961135]]]}";48.8498444998,2.33478151866
CP001594;;75017;9;3;OH4S;CONSTRUCTION_IMMEUBLE;;2 rue du Docteur Paul Brousse;entre la rue Ernest Roche et le bd Bessières;2020-02-03;2021-02-28;RESTREINTE;Maintien d'une file de circulation.;2;2;;2020-02-14;2020-09-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.318516443074405, 48.89575067172273], [2.318535530804402, 48.895533059747166], [2.318409030027272, 48.895547806381536], [2.3183847933857358, 48.895745163268536], [2.318516443074405, 48.89575067172273]]]}";48.8956451139,2.31846241093
CP001564;;75008;9;3;M.Henriot;REHABILITATION_IMMEUBLE;;rue de Monceau/place Rio de Janeiro/lisbonne;n°48/48b,n°2,n°48/48b;2020-01-06;2021-02-26;RESTREINTE;maintien d'une file de circulation en permanence dans les deux rues ,maintien du contresens vélos rue de Monceau.;2;2;;2019-11-29;2019-11-29;"{""type"": ""Polygon"", ""coordinates"": [[[2.311324344550051, 48.87793386263572], [2.311616901124716, 48.87765908522668], [2.311622070520276, 48.87757590820122], [2.311028206046456, 48.877556387389895], [2.311019641963449, 48.877588546995455], [2.310938261651911, 48.87758807859826], [2.310914202660544, 48.8775610993668], [2.310739269930195, 48.877557407766645], [2.3106577830936432, 48.877564991238756], [2.310620885181871, 48.87763250881442], [2.310631345546689, 48.87765993321083], [2.310678319241679, 48.877654255480245], [2.310719377836809, 48.877686614451285], [2.310716828477381, 48.87771563939697], [2.31123832743573, 48.87797631294788], [2.311324344550051, 48.87793386263572]]]}";48.8777133877,2.31115149415
CP000094;;75017;9;2;RATP L14;TRAVAUX_OUVRAGE;Prolongement L14 : Création de station;Porte de Clichy;;2014-01-01;2021-01-31;RESTREINTE;Réduction de la circulation selon les phases;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/2016_07_PorteClichy_17eme_Travauxfuturstation_M14.pdf;2016-12-22;2020-09-25;"{""type"": ""Polygon"", ""coordinates"": [[[2.314176015524073, 48.89474734326218], [2.313454302820956, 48.89447075857963], [2.312447297127064, 48.89503010459158], [2.312035920778068, 48.89530138010635], [2.312436901325055, 48.89554400915575], [2.312699353792439, 48.89534564021252], [2.313775662245839, 48.89486759162938], [2.313802050773508, 48.89478208225891], [2.313800246421949, 48.89478207191979], [2.314176015524073, 48.89474734326218]]]}";48.894976092,2.31302675225
CP000972;;75008;9;2;SNCF EOLE;TRAVAUX_OUVRAGE;Création d'un puits de service.;avenue de Friedland;entre la rue Berryer et la rue Beaujon;2019-01-08;2022-12-30;RESTREINTE;Maintien d'une file de circulation  en direction de la place de l'Etoile , la circulation générale est déviée dans la contre-allée à partir de la rue Lamennais;1;2;;2018-11-23;2018-12-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.304422803720147, 48.87491931126261], [2.304459185606731, 48.87489620365206], [2.304473823226661, 48.874880584410775], [2.304472794024378, 48.87474161495838], [2.303399433909941, 48.87461925331769], [2.303278408078825, 48.874605699179945], [2.303255264600916, 48.87460984803744], [2.303234165106572, 48.87462304986576], [2.303222406926372, 48.874639162372354], [2.303222184112558, 48.87465581777475], [2.303278015299301, 48.874688979490756], [2.303324449258401, 48.87472351554153], [2.303335161626825, 48.874731667460274], [2.303429363970006, 48.874808835933436], [2.304422803720147, 48.87491931126261]]]}";48.8747634951,2.3038824253
CP001786;287090;75016;13;1;STV;REAMENAGEMENT_VOIRIE;Aménagement de la rue.;15/23 rue Mesnil;;2020-11-02;2020-12-18;BARRAGE_TOTAL;entre les numéros 15 et 23. La rue est mise en impasse entre la place Victor Hugo et le n°13.;1;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/LAR STVSO Mesnil.pdf;2020-11-04;2020-11-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.284320190785021, 48.86821968056934], [2.284398126224549, 48.86819159224568], [2.284309774759159, 48.86805900004421], [2.284346526880818, 48.86800925019661], [2.284033637594322, 48.86754931900269], [2.283943865415755, 48.86752022762433], [2.283864857086931, 48.86754381160081], [2.284320190785021, 48.86821968056934]]]}";48.8678404297,2.28414176812
CP001689;;75016;13;2;CPCU;TRAVAUX_OUVRAGE;Sinistre;65 av d'Iéna;entre les rue de Presbourg et Dumont d'Urville.;2020-07-20;2020-12-22;RESTREINTE;Maintien du double-sens sur l'av d'Iéna. Fermeture ponctuelle de la rue de La Pérouse en journée avec mise en impasse entre l'av des Portugais et le n°37.;2;2;;2020-07-20;2020-07-20;"{""type"": ""Polygon"", ""coordinates"": [[[2.295165143536151, 48.87175469114996], [2.2951706657888, 48.87194797837763], [2.294869337445674, 48.87196499276196], [2.295029174220596, 48.872180661653886], [2.295273398311867, 48.8721740479447], [2.295356220966533, 48.87176655252153], [2.295165143536151, 48.87175469114996]]]}";48.8719953829,2.29515853528
CP001769;;75015;13;3;Station Total;REFECTION_CHAUSSEE;Reprise du trottoir;Quai d'Issy;sous le boulevard périphérique;2020-11-23;2020-12-18;RESTREINTE;Maintien de deux files de circulation.;2;2;;2020-10-21;2020-10-21;"{""type"": ""Polygon"", ""coordinates"": [[[2.266337735925735, 48.8351223241686], [2.266392335929864, 48.8350845857333], [2.266233351096549, 48.8349836672318], [2.26616538807478, 48.834946365921155], [2.266022755805013, 48.834836028439156], [2.265951724693718, 48.83476063572999], [2.26583614404432, 48.8346492741403], [2.265760235351529, 48.834664275677575], [2.265950585453108, 48.83484153492615], [2.2661324460767442, 48.8349818582907], [2.266337735925735, 48.8351223241686]]]}";48.8348884427,2.26606796735
CP001790;;75016;13;2;CPCU;TRAVAUX_URGENCE;Fuite sur retour d'eau.;Rue Raymond Poincaré;à l'angle de la place Victor Hugo;2021-01-04;2021-02-26;RESTREINTE;Maintien d'une file de 3,5m par sens de circulation.;2;1;;2020-11-05;2020-11-05;"{""type"": ""Polygon"", ""coordinates"": [[[2.285185274755507, 48.86935460018911], [2.285213017385928, 48.86940844791308], [2.285392319998279, 48.869388045735974], [2.285452921918178, 48.869122680943164], [2.285404175444619, 48.869117021715354], [2.285340094757615, 48.869339420079235], [2.285185274755507, 48.86935460018911]]]}";48.8692974835,2.28535122691
CP001807;;75011;10;2;SAP;TRAVAUX_OUVRAGE;Reconstruction d'ouvrages d'Assainissements;Rue du Faubourg du temple;52/ 53/ 57 rue du Faubourg du Temple;2021-01-04;2021-07-09;RESTREINTE;"Neutralisation du couloir Bus du N°57 au N°53
Barrage de la rue d'Aix.";2;1;;2020-12-01;2020-12-01;"{""type"": ""Polygon"", ""coordinates"": [[[2.370216627560956, 48.86982293435501], [2.370299326508399, 48.8697133218636], [2.369869631803404, 48.86958222479275], [2.369795101484457, 48.86968919548669], [2.369981599756571, 48.86974385882201], [2.369906874633101, 48.86986693390325], [2.369963573062567, 48.86988870497402], [2.370046629692085, 48.86974956924908], [2.370220858928527, 48.869809535786196], [2.370216627560956, 48.86982293435501]]]}";48.8697136647,2.37003334268
CP001547;;75014;12;3;RIVP;REHABILITATION_IMMEUBLE;Cantonnement;rue des plantes;du n°24 bis au n°28;2019-10-21;2020-12-18;RESTREINTE;maintien d'une file de circulation en permanence .;2;2;;2019-10-29;2020-11-06;"{""type"": ""Polygon"", ""coordinates"": [[[2.323852633820783, 48.83088492312784], [2.3238835915400973, 48.83086011261454], [2.323681941285455, 48.830567470732994], [2.323643929459925, 48.83058034437727], [2.323852633820783, 48.83088492312784]]]}";48.8307238753,2.3237658273
CP000117;;75013;14;2;TRANSAMO;TRAVAUX_PREPARATOIRES;Création tramway T9;Av de la Porte de Choisy / Place de Port au Prince;;2016-07-01;2020-12-31;RESTREINTE;Réduction de la circulation selon les phases;2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/20160721-Information Travaux Gaz - choisy.pdf;2016-12-22;2017-12-11;"{""type"": ""Polygon"", ""coordinates"": [[[2.366760184847244, 48.817245871969234], [2.36480261047198, 48.81971679518563], [2.363238646551567, 48.81924658946893], [2.363065303460914, 48.81945512647086], [2.365966182632449, 48.82036831397998], [2.366001718015071, 48.82012144654284], [2.365175012721748, 48.81985841325376], [2.365506268075614, 48.8193714296383], [2.365920081277824, 48.81878283816886], [2.367059579489775, 48.817370985451554], [2.366760184847244, 48.817245871969234]]]}";48.8191039552,2.36532333668
CP000645;;75016;13;3;OGEC ND des Oiseaux;CONSTRUCTION_IMMEUBLE;;10-16 rue Michel Ange;;2018-04-16;2020-12-22;RESTREINTE;Maintien d'une file de circulation;2;2;;2018-04-23;2020-11-27;"{""type"": ""Polygon"", ""coordinates"": [[[2.262829911011789, 48.84657015853192], [2.263124076779113, 48.84692985985576], [2.263187115062596, 48.846908355693024], [2.263213731409521, 48.84686188019114], [2.262955604628275, 48.84655427575731], [2.262890072526769, 48.846548161028984], [2.262829911011789, 48.84657015853192]]]}";48.8467318048,2.26303152938
CP001785;;75016;13;2;CPCU;INSPECTION_SONDAGE_RESEAU;Inspection du réseau.;Rue de la Tour;entre la rue de la Pompe et le bd Jules Sandeau.;2020-08-31;2020-12-14;RESTREINTE;Maintien d'une file de circulation.;2;2;;2020-11-03;2020-11-03;"{""type"": ""Polygon"", ""coordinates"": [[[2.272569889192352, 48.86386628429785], [2.274432421315697, 48.86339423418134], [2.276263331714638, 48.86285214523892], [2.276215317778172, 48.862792778125225], [2.2744009117122, 48.863318854502374], [2.27254652056471, 48.86379095363034], [2.272569889192352, 48.86386628429785]]]}";48.86335121,2.27437160419
CP001732;;75004;11;1;Affaires culturelles;REHABILITATION_IMMEUBLE;;rue des archives;du n°22 au n°26;2020-11-02;2022-02-02;RESTREINTE;Maintien d'une file  de circulation;2;2;;2020-09-03;2020-09-03;"{""type"": ""Polygon"", ""coordinates"": [[[2.354993175248282, 48.858176077945615], [2.355067376364266, 48.8581538718199], [2.355010845017086, 48.85805957609765], [2.354938027205364, 48.85796995100735], [2.354909033281176, 48.857981692208895], [2.354872781444695, 48.85799696379475], [2.354842205378564, 48.85799084975331], [2.354820466588365, 48.857999061428174], [2.354807432495538, 48.85803230396878], [2.354931918409666, 48.85817217823224], [2.354993175248282, 48.858176077945615]]]}";48.8580775148,2.35493640658
CP001755;;75008;9;3;Foncière Raynouard;REHABILITATION_IMMEUBLE;Réhabilitation Immeuble de bureaux;9 rue d'Argenson;;2020-10-27;2021-12-31;RESTREINTE;BUS renvoyés en circulation générale. Maintien de 3,50m de circulation.;2;2;;2020-10-06;2020-10-20;"{""type"": ""Polygon"", ""coordinates"": [[[2.31670767766075, 48.874775047256456], [2.316778618087344, 48.87481209667106], [2.316874197676436, 48.87473078694602], [2.316810521848759, 48.874689972140715], [2.316708398851701, 48.87477505137311], [2.31670767766075, 48.874775047256456]]]}";48.8747519782,2.31679239815
CP000786;;75004;11;3;Spna;REHABILITATION_IMMEUBLE;;bd Morland , rue agrippa d'Aubigné,rue Schomberg;N°17,du n°2au n°8,du n°1 au n°7;2018-07-16;2020-12-31;SENS_UNIQUE;de la rue agrippa d'Aubigné depuis le bd Morland vers et jusqu'au quai Henri IV. Maintien d'une file de circulation rue Schomberg.;2;2;;2018-07-10;2018-07-10;"{""type"": ""Polygon"", ""coordinates"": [[[2.36287189894677, 48.85040772786612], [2.363763007444649, 48.84970922780626], [2.363816696494305, 48.84964240966964], [2.362535970598622, 48.84894308596265], [2.361658309341698, 48.84953965316866], [2.361578934133885, 48.84971101383103], [2.36287189894677, 48.85040772786612]]]}";48.8496691142,2.36268149206
CP001718;;75010;11;2;EDP;ENTRETIEN_RESEAU;renouvellement de conduite, puits n°2;Rue La Fayette;du n°152 au n°156;2020-09-14;2021-06-11;RESTREINTE;Maintien d'une file de circulation;2;2;;2020-07-31;2020-07-31;"{""type"": ""Polygon"", ""coordinates"": [[[2.3567431336004843, 48.87916651008061], [2.356169952180181, 48.8790144724554], [2.356153727554144, 48.8790429390073], [2.356759281237207, 48.87920276439466], [2.3567431336004843, 48.87916651008061]]]}";48.8791065077,2.35645534441
CP001805;;75019;10;1;STV;REAMENAGEMENT_VOIRIE;"Travaux de Piste Cyclable + Tapis + Trottoir  sur rue Rébeval.
Plateau surélevé CF Rébeval / Lauzin";Rue Rébeval;Rue Rébeval entre rue Gauthier et rue de l'Atlas;2021-01-12;2021-03-31;RESTREINTE;"Du 12/01 au 29/01/21:
-Mise en impasse de Rébeval entre Jules Romain et Lauzin 
Mise en impasse Rue des Dunes
Inversion Rébeval de Pradier à Rampal.";1;1;;2020-11-25;2020-11-25;"{""type"": ""Polygon"", ""coordinates"": [[[2.380518901640079, 48.87478130905649], [2.380474879491713, 48.87471934736063], [2.380364956781816, 48.874724146539506], [2.379839758593912, 48.874748267412436], [2.379392410559152, 48.87472716101168], [2.379250450315264, 48.87468884807041], [2.377295629596825, 48.87414724874445], [2.377039938098235, 48.874092237072134], [2.376722765328073, 48.87407448164524], [2.376527207393814, 48.87409493576698], [2.375754493477427, 48.87406138436877], [2.375773903834642, 48.874139323016244], [2.376884522094472, 48.874158530218004], [2.377246066222108, 48.87420872482798], [2.3793468546618, 48.874794025923904], [2.380518901640079, 48.87478130905649]]]}";48.8744089206,2.37802831846
CP001646;;75007;12;3;RMN GP;EVENEMENTIEL;Construction d'une structure éphémère du Grand Palais.;place Joffre;en vis à vis du n°13;2020-07-15;2021-01-15;RESTREINTE;maintien d'une file de circulation dans chaque sens.;2;2;;2020-06-23;2020-06-23;"{""type"": ""Polygon"", ""coordinates"": [[[2.303460477655996, 48.85328679359947], [2.303564931224364, 48.85338403138829], [2.3035649901079402, 48.853075354768], [2.302473187910149, 48.852293277930755], [2.302249068955212, 48.85232418084061], [2.302247128216815, 48.852469113884176], [2.303460477655996, 48.85328679359947]]]}";48.8527746288,2.30292052772
CP001592;;75010;11;2;CPCU;RACCORDEMENT_RESEAU;Raccordement à l'hôpital Lariboisière;Rue de Maubeuge;;2020-09-28;2021-01-31;SENS_UNIQUE;depuis le bd de la Chapelle jusqu’à la rue Ambroise Paré.;2;2;;2020-02-12;2020-09-07;"{""type"": ""Polygon"", ""coordinates"": [[[2.354741672946068, 48.88272268965357], [2.355037895588809, 48.88327513584683], [2.355131872877477, 48.88326136521305], [2.354826586755313, 48.88271243984883], [2.354741672946068, 48.88272268965357]]]}";48.882998163,2.35493734607
CP000442;;75008;9;2;EOLE;TRAVAUX_OUVRAGE;Prolongement du RER E - Puits Pasquier;Bd Haussmann;entre rue de l'Arcade et rue d'Anjou;2017-07-01;2021-08-31;RESTREINTE;Neutralisation du couloir bus. Maintien des cheminements piétons et d'une file sur la rue Pasquier. Rue Pasquier fermée du 24/07/17 au 25/10/17;2;2;;2017-10-19;2018-03-09;"{""type"": ""Polygon"", ""coordinates"": [[[2.322881182230636, 48.87440292430693], [2.322884693425122, 48.874445889427435], [2.323842634728677, 48.874314415789115], [2.3238628385118822, 48.874325266224574], [2.3238573767859663, 48.87443259851544], [2.323889926984341, 48.874432782368594], [2.323899841312721, 48.87429595080958], [2.3239015435285912, 48.87426848380335], [2.323991265297691, 48.87425288605297], [2.324472389936637, 48.87417776342435], [2.32445942094506, 48.87413269627761], [2.3228778817544082, 48.8743438559033], [2.322881182230636, 48.87440292430693]]]}";48.8742994452,2.32357514907
CP000474;;75013;14;3;SEMAPA;CONSTRUCTION_IMMEUBLE;Construction d'un ensemble d'immeubles et d'une école.;Bd Vincent Auriol - rue Jeanne d'Arc - rue Jenner;;2020-05-25;2021-03-31;RESTREINTE;"Suppression d'une file de circulation sur le Bd Vincent Auriol.
Mise à sens unique de la rue Jenner entre Auriol et rue Bruant.";2;2;http://capgeo.sig.paris.fr/PdfEtImages/ChantiersPerturbants/Pdf/Plaquette info riv OpÃ© CPCU 18173 et 18178 et SEG13C  rue Jenner 13Ã¨me.pdf;2017-11-21;2020-05-18;"{""type"": ""Polygon"", ""coordinates"": [[[2.363207004780012, 48.83374640572057], [2.362997912114179, 48.833896396127344], [2.3639634747791742, 48.834376261607524], [2.364620135075814, 48.83402876340748], [2.36457884538624, 48.83401545645477], [2.36456117223801, 48.833986807621955], [2.364588393256921, 48.833971484900395], [2.364592460480978, 48.833933432650085], [2.363563870630852, 48.83359720223773], [2.363399803404314, 48.833602277535384], [2.363285208067097, 48.833688522282095], [2.363207004780012, 48.83374640572057]]]}";48.8339623763,2.3638107994
CP000565;;75008;9;3;SCI du 30 avenue George V;REHABILITATION_IMMEUBLE;;Avenue George V;N°30;2018-03-19;2020-12-31;IMPASSE;Neutralisation partielle de la contre-allée.;2;2;;2018-02-19;2020-08-27;"{""type"": ""Polygon"", ""coordinates"": [[[2.301331400138293, 48.868055738714304], [2.301306598364413, 48.86831829400682], [2.301338482996548, 48.868361311511386], [2.301470205975897, 48.86849057447261], [2.301509944069974, 48.86848604704245], [2.301465498290924, 48.86846508649961], [2.301420219820348, 48.86839867080528], [2.301451172265233, 48.86805405813699], [2.301391251094844, 48.86805751623425], [2.301331400138293, 48.868055738714304]]]}";48.868232889,2.30138323357
CP001146;;75008;9;3;Mme Poette;REHABILITATION_IMMEUBLE;;rue de Courcelles;n°18;2019-03-11;2021-01-31;RESTREINTE;Maintien d'une file de circulation;2;2;;2019-02-22;2020-09-04;"{""type"": ""Polygon"", ""coordinates"": [[[2.310338038649295, 48.87411736782627], [2.310604603604411, 48.87396054285854], [2.310523618413918, 48.87393055105266], [2.310301952355152, 48.87407689911446], [2.310338038649295, 48.87411736782627]]]}";48.8740186376,2.31044761222
CP001443;;75004;11;1;DVD (SAGP / SSOA);;Mise en place d'une base vie Pour les travaux de la place de la Bastille;Boulevard Bourdon;N° 21 et 21 bis;2019-07-18;2020-12-31;RESTREINTE;Neutralisation du stationnement payant, maintien de deux files de circulation;2;2;;2019-07-11;2020-09-28;"{""type"": ""Polygon"", ""coordinates"": [[[2.366620531206403, 48.849618675271145], [2.366591472263578, 48.849636367345646], [2.3667511933193692, 48.84999295550312], [2.366827225303155, 48.84996718305934], [2.3666796737974822, 48.84964754288253], [2.366620531206403, 48.849618675271145]]]}";48.8498069637,2.36670975917
